,Title,State,District,Date.of.Challenge.Removal,Month,Year,school_district,County_Merge,County.FIPS,county_state,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,code,Trends_DMA
6014,The Fire This Time: A New Generation Speaks About Race,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6015,The Fire This Time: A New Generation Speaks About Race,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6016,The Fire This Time: A New Generation Speaks About Race,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6017,The Fire This Time: A New Generation Speaks About Race,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6018,The Fire This Time: A New Generation Speaks About Race,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6019,The Fourth Closet: Five Nights at Freddy’s,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6020,The Fourth Closet: Five Nights at Freddy’s,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6021,The Fourth Closet: Five Nights at Freddy’s,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6022,The Fourth Closet: Five Nights at Freddy’s,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6023,The Fourth Closet: Five Nights at Freddy’s,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6024,The Fourth Closet: Five Nights at Freddy’s,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6025,The Gentleman's Guide to Vice and Virtue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6026,The Gentleman's Guide to Vice and Virtue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6027,The Gentleman's Guide to Vice and Virtue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6028,The Gentleman's Guide to Vice and Virtue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6029,The Gentleman's Guide to Vice and Virtue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6030,The Gentleman's Guide to Vice and Virtue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6031,The Girl from the Sea,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6032,The Girl from the Sea,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6033,The Girl from the Sea,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6034,The Girl from the Sea,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6035,The Girl from the Sea,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6036,The Girl from the Sea,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6037,The Glass Castle,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6038,The Glass Castle,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6039,The Glass Castle,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6040,The Glass Castle,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6041,The Glass Castle,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6042,The Glass Castle,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6043,The Glittering Court,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6044,The Glittering Court,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6045,The Glittering Court,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6046,The Glittering Court,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6047,The Glittering Court,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6048,The Glittering Court,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6049,The God Box,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6050,The God Box,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6051,The God Box,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6052,The God Box,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6053,The God Box,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6054,The God Box,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6055,The God of Small Things,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6056,The God of Small Things,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6057,The God of Small Things,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6058,The God of Small Things,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6059,The God of Small Things,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6060,The God of Small Things,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6061,The Handmaid's Tale,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6062,The Handmaid's Tale,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6063,The Handmaid's Tale,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6064,The Handmaid's Tale,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6065,The Handmaid's Tale,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6066,The Handmaid's Tale,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6067,The Handmaid's Tale: The Graphic Novel,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6068,The Handmaid's Tale: The Graphic Novel,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6069,The Handmaid's Tale: The Graphic Novel,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6070,The Handmaid's Tale: The Graphic Novel,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6071,The Handmaid's Tale: The Graphic Novel,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6072,The Handmaid's Tale: The Graphic Novel,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6073,The Hate U Give,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6074,The Hate U Give,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6075,The Hate U Give,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6076,The Hate U Give,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6077,The Hate U Give,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6078,The Hate U Give,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6079,The Haters,Florida,Clay County School District,22-Jul,7,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6080,The Haters,Florida,Clay County School District,22-Jul,7,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6081,The Haters,Florida,Clay County School District,22-Jul,7,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6082,The Haters,Florida,Clay County School District,22-Jul,7,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6083,The Haters,Florida,Clay County School District,22-Jul,7,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6084,The Haters,Florida,Clay County School District,22-Jul,7,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6085,The Heartbreak Bakery,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6086,The Heartbreak Bakery,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6087,The Heartbreak Bakery,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6088,The Heartbreak Bakery,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6089,The Heartbreak Bakery,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6090,The Heartbreak Bakery,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6091,The House on Mango Street,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6092,The House on Mango Street,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6093,The House on Mango Street,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6094,The House on Mango Street,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6095,The House on Mango Street,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6096,The House on Mango Street,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6097,The Invisible Life of Addie LaRue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6098,The Invisible Life of Addie LaRue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6099,The Invisible Life of Addie LaRue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6100,The Invisible Life of Addie LaRue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6101,The Invisible Life of Addie LaRue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6102,The Invisible Life of Addie LaRue,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6103,The Kite Runner,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6104,The Kite Runner,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6105,The Kite Runner,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6106,The Kite Runner,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6107,The Kite Runner,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6108,The Kite Runner,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6109,The League of Super Feminists,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6110,The League of Super Feminists,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6111,The League of Super Feminists,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6112,The League of Super Feminists,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6113,The League of Super Feminists,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6114,The League of Super Feminists,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6115,The Lotterys More or Less,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6116,The Lotterys More or Less,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6117,The Lotterys More or Less,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6118,The Lotterys More or Less,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6119,The Lotterys More or Less,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6120,The Lotterys More or Less,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6121,The Lotterys Plus One,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6122,The Lotterys Plus One,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6123,The Lotterys Plus One,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6124,The Lotterys Plus One,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6125,The Lotterys Plus One,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6126,The Lotterys Plus One,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6127,The Love Interest,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6128,The Love Interest,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6129,The Love Interest,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6130,The Love Interest,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6131,The Love Interest,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6132,The Love Interest,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6133,The Lovely Bones,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6134,The Lovely Bones,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6135,The Lovely Bones,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6136,The Lovely Bones,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6137,The Lovely Bones,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6138,The Lovely Bones,Florida,Clay County School District,AY 2022-2023,8,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6139,The Midnight Lie,Florida,Clay County School District,22-Sep,9,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6140,The Midnight Lie,Florida,Clay County School District,22-Sep,9,2022,clay county school district,clay county,19,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6141,The Midnight Lie,Florida,Clay County School District,22-Sep,9,2022,clay county school district,clay county,61,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6142,The Midnight Lie,Florida,Clay County School District,22-Sep,9,2022,clay county school district,clay county,51,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6143,The Midnight Lie,Florida,Clay County School District,22-Sep,9,2022,clay county school district,clay county,27,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
6144,The Midnight Lie,Florida,Clay County School District,22-Sep,9,2022,clay county school district,clay county,15,"clay, FL",FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,561,US-FL-561
